;;; 
Export: Release 11.2.0.1.0 - Production on Sat Jan 20 12:56:49 2018

Copyright (c) 1982, 2009, Oracle and/or its affiliates.  All rights reserved.
;;; 
Connected to: Oracle Database 11g Enterprise Edition Release 11.2.0.1.0 - Production
With the Partitioning, OLAP, Data Mining and Real Application Testing options
Starting "SYSTEM"."SYS_EXPORT_FULL_01":  system/********@orcl full=yes directory=dpdir dumpfile='dumpdb.dbf' logfile=exp.log 
Estimate in progress using BLOCKS method...
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/TABLE_DATA
Total estimation using BLOCKS method: 58.62 MB
Processing object type DATABASE_EXPORT/TABLESPACE
Processing object type DATABASE_EXPORT/PROFILE
Processing object type DATABASE_EXPORT/SYS_USER/USER
Processing object type DATABASE_EXPORT/SCHEMA/USER
Processing object type DATABASE_EXPORT/ROLE
Processing object type DATABASE_EXPORT/GRANT/SYSTEM_GRANT/PROC_SYSTEM_GRANT
Processing object type DATABASE_EXPORT/SCHEMA/GRANT/SYSTEM_GRANT
Processing object type DATABASE_EXPORT/SCHEMA/ROLE_GRANT
Processing object type DATABASE_EXPORT/SCHEMA/DEFAULT_ROLE
Processing object type DATABASE_EXPORT/SCHEMA/TABLESPACE_QUOTA
Processing object type DATABASE_EXPORT/RESOURCE_COST
Processing object type DATABASE_EXPORT/SCHEMA/DB_LINK
Processing object type DATABASE_EXPORT/TRUSTED_DB_LINK
Processing object type DATABASE_EXPORT/SCHEMA/SEQUENCE/SEQUENCE
Processing object type DATABASE_EXPORT/SCHEMA/SEQUENCE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type DATABASE_EXPORT/DIRECTORY/DIRECTORY
Processing object type DATABASE_EXPORT/DIRECTORY/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type DATABASE_EXPORT/CONTEXT
Processing object type DATABASE_EXPORT/SCHEMA/PUBLIC_SYNONYM/SYNONYM
Processing object type DATABASE_EXPORT/SCHEMA/SYNONYM
Processing object type DATABASE_EXPORT/SCHEMA/TYPE/TYPE_SPEC
Processing object type DATABASE_EXPORT/SCHEMA/TYPE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type DATABASE_EXPORT/SYSTEM_PROCOBJACT/PRE_SYSTEM_ACTIONS/PROCACT_SYSTEM
Processing object type DATABASE_EXPORT/SYSTEM_PROCOBJACT/PROCOBJ
Processing object type DATABASE_EXPORT/SYSTEM_PROCOBJACT/POST_SYSTEM_ACTIONS/PROCACT_SYSTEM
Processing object type DATABASE_EXPORT/SCHEMA/PROCACT_SCHEMA
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/TABLE
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/PRE_TABLE_ACTION
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/INDEX/INDEX
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/CONSTRAINT/CONSTRAINT
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/INDEX/STATISTICS/INDEX_STATISTICS
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/COMMENT
Processing object type DATABASE_EXPORT/SCHEMA/PACKAGE/PACKAGE_SPEC
Processing object type DATABASE_EXPORT/SCHEMA/PACKAGE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type DATABASE_EXPORT/SCHEMA/FUNCTION/FUNCTION
Processing object type DATABASE_EXPORT/SCHEMA/FUNCTION/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type DATABASE_EXPORT/SCHEMA/PROCEDURE/PROCEDURE
Processing object type DATABASE_EXPORT/SCHEMA/PROCEDURE/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type DATABASE_EXPORT/SCHEMA/PACKAGE/COMPILE_PACKAGE/PACKAGE_SPEC/ALTER_PACKAGE_SPEC
Processing object type DATABASE_EXPORT/SCHEMA/FUNCTION/ALTER_FUNCTION
Processing object type DATABASE_EXPORT/SCHEMA/PROCEDURE/ALTER_PROCEDURE
Processing object type DATABASE_EXPORT/SCHEMA/VIEW/VIEW
Processing object type DATABASE_EXPORT/SCHEMA/VIEW/GRANT/OWNER_GRANT/OBJECT_GRANT
Processing object type DATABASE_EXPORT/SCHEMA/VIEW/COMMENT
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/CONSTRAINT/REF_CONSTRAINT
Processing object type DATABASE_EXPORT/SCHEMA/PACKAGE_BODIES/PACKAGE/PACKAGE_BODY
Processing object type DATABASE_EXPORT/SCHEMA/TYPE/TYPE_BODY
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/INDEX/FUNCTIONAL_AND_BITMAP/INDEX
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/INDEX/STATISTICS/FUNCTIONAL_AND_BITMAP/INDEX_STATISTICS
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/STATISTICS/TABLE_STATISTICS
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/POST_TABLE_ACTION
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/TRIGGER
Processing object type DATABASE_EXPORT/SCHEMA/VIEW/TRIGGER
Processing object type DATABASE_EXPORT/SCHEMA/EVENT/TRIGGER
Processing object type DATABASE_EXPORT/SCHEMA/MATERIALIZED_VIEW
Processing object type DATABASE_EXPORT/SCHEMA/JOB
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/POST_INSTANCE/PROCACT_INSTANCE
Processing object type DATABASE_EXPORT/SCHEMA/TABLE/POST_INSTANCE/PROCDEPOBJ
Processing object type DATABASE_EXPORT/SCHEMA/POST_SCHEMA/PROCOBJ
Processing object type DATABASE_EXPORT/SCHEMA/POST_SCHEMA/PROCACT_SCHEMA
Processing object type DATABASE_EXPORT/AUDIT
. . exported "APEX_030200"."WWV_FLOW_PAGE_PLUGS"         3.835 MB    7417 rows
. . exported "APEX_030200"."WWV_FLOW_STEP_ITEMS"         3.505 MB    9673 rows
. . exported "APEX_030200"."WWV_FLOW_DICTIONARY$"        2.909 MB   70601 rows
. . exported "APEX_030200"."WWV_FLOW_STEP_PROCESSING"    1.248 MB    2239 rows
. . exported "APEX_030200"."WWV_FLOW_REGION_REPORT_COLUMN"  1.148 MB    7918 rows
. . exported "APEX_030200"."WWV_FLOW_STEP_ITEM_HELP"     1003. KB    6335 rows
. . exported "SYSMAN"."MGMT_METRICS"                     3.203 MB   12635 rows
. . exported "APEX_030200"."WWV_FLOW_STEPS"              571.0 KB    1755 rows
. . exported "SYSMAN"."MGMT_IP_REPORT_ELEM_PARAMS"       513.5 KB    2167 rows
. . exported "APEX_030200"."WWV_FLOW_LIST_ITEMS"         590.3 KB    3048 rows
. . exported "APEX_030200"."WWV_FLOW_STEP_VALIDATIONS"   611.4 KB    1990 rows
. . exported "SYSMAN"."MGMT_JOB_STEP_PARAMS"             490.3 KB    5277 rows
. . exported "APEX_030200"."WWV_FLOW_LIST_TEMPLATES"     73.32 KB     105 rows
. . exported "APEX_030200"."WWV_FLOW_STEP_BRANCHES"      508.6 KB    3255 rows
. . exported "APEX_030200"."WWV_FLOW_STEP_BUTTONS"       472.4 KB    3513 rows
. . exported "ORDDATA"."ORDDCM_DOCS"                     445.5 KB       9 rows
. . exported "SYSMAN"."MGMT_POLICIES"                    715.8 KB    3270 rows
. . exported "APEX_030200"."WWV_FLOW_LIST_OF_VALUES_DATA"  392.1 KB    4184 rows
. . exported "APEX_030200"."WWV_FLOW_MESSAGES$"          348.4 KB    3706 rows
. . exported "APEX_030200"."WWV_FLOW_TEMPLATES"          180.6 KB      64 rows
. . exported "SYSTEM"."AUD$"                             235.5 KB    1169 rows
. . exported "APEX_030200"."WWV_FLOW_CUSTOM_AUTH_SETUPS"  20.92 KB      11 rows
. . exported "APEX_030200"."WWV_FLOW_PAGE_PLUG_TEMPLATES"  98.99 KB     166 rows
. . exported "APEX_030200"."WWV_FLOW_ROW_TEMPLATES"      73.27 KB      54 rows
. . exported "APEX_030200"."WWV_FLOW_STEP_COMPUTATIONS"  258.3 KB     984 rows
. . exported "APEX_030200"."WWV_FLOW_WORKSHEETS"         141.6 KB      30 rows
. . exported "SYSMAN"."MGMT_JOB_CRED_PARAMS"             33.72 KB     101 rows
. . exported "APEX_030200"."WWV_FLOW_LISTS_OF_VALUES$"   207.8 KB     959 rows
. . exported "SYSMAN"."MGMT_JOB_EXECPLAN"                251.8 KB    1849 rows
. . exported "SYSMAN"."MGMT_SEC_INFO"                    7.109 KB       1 rows
. . exported "APEX_030200"."WWV_FLOW_MENU_OPTIONS"       170.1 KB    1452 rows
. . exported "APEX_030200"."WWV_FLOW_WORKSHEET_COLUMNS"  185.7 KB     721 rows
. . exported "ORDDATA"."ORDDCM_STD_ATTRS"                188.8 KB    2415 rows
. . exported "SYSMAN"."MGMT_JOB_PARAM_SOURCE"            96.19 KB     652 rows
. . exported "SYSMAN"."MGMT_JOB_PROP_PARAMS"             10.85 KB      25 rows
. . exported "APEX_030200"."WWV_FLOW_RANDOM_IMAGES"      50.38 KB      42 rows
. . exported "SYSMAN"."MGMT_COLLECTIONS"                 13.35 KB      21 rows
. . exported "SYSMAN"."MGMT_COLLECTION_TASKS"            20.67 KB      27 rows
. . exported "SYSMAN"."MGMT_ECM_MD_ALL_TBL_COLUMNS"      109.9 KB     702 rows
. . exported "SYSMAN"."MGMT_IP_SQL_STATEMENTS"           64.57 KB      31 rows
. . exported "SYSMAN"."MGMT_JOB_SCHEDULE"                11.18 KB       3 rows
. . exported "SYSMAN"."MGMT_JOB_SEC_INFO"                9.484 KB      12 rows
. . exported "SYSMAN"."MGMT_JOB_USER_PARAMS"             7.515 KB      15 rows
. . exported "APEX_030200"."WWV_FLOW_BANNER"             9.320 KB      10 rows
. . exported "APEX_030200"."WWV_FLOW_BUTTON_TEMPLATES"   15.21 KB      12 rows
. . exported "APEX_030200"."WWV_FLOW_FLASH_CHARTS"       30.06 KB       5 rows
. . exported "APEX_030200"."WWV_FLOW_FLASH_CHART_SERIES"  13.79 KB       5 rows
. . exported "APEX_030200"."WWV_FLOW_INSTALL"            36.28 KB       2 rows
. . exported "APEX_030200"."WWV_FLOW_LISTS"              51.75 KB     601 rows
. . exported "APEX_030200"."WWV_FLOW_PAGE_GENERIC_ATTR"  8.382 KB      44 rows
. . exported "APEX_030200"."WWV_FLOW_PROCESSING"         45.50 KB      45 rows
. . exported "APEX_030200"."WWV_FLOW_SHORTCUTS"          26.61 KB      39 rows
. . exported "APEX_030200"."WWV_FLOW_THEMES"             20.89 KB      10 rows
. . exported "ORDDATA"."ORDDCM_CT_PRED_OPRD"             13.16 KB      51 rows
. . exported "ORDDATA"."ORDDCM_MAPPING_DOCS"             9.484 KB       1 rows
. . exported "SYSMAN"."MGMT_ARU_PRODUCT_RELEASE_MAP"     84.80 KB    5956 rows
. . exported "SYSMAN"."MGMT_CATEGORY_MAP"                46.47 KB     637 rows
. . exported "SYSMAN"."MGMT_ECM_SNAPSHOT_MD_COLUMNS"     87.02 KB     837 rows
. . exported "SYSMAN"."MGMT_IP_ELEM_DEFAULT_PARAMS"      31.75 KB     130 rows
. . exported "SYSMAN"."MGMT_IP_REPORT_DEF_ELEMENTS"      44.35 KB     349 rows
. . exported "SYSMAN"."MGMT_JOB_COMMAND_BLOCK_PROCS"     5.921 KB       3 rows
. . exported "SYSMAN"."MGMT_JOB_LARGE_PARAMS"            5.937 KB       2 rows
. . exported "SYSMAN"."MGMT_JOB_PARAMETER"               9.007 KB       4 rows
. . exported "SYSMAN"."MGMT_JOB_SQL_PARAMS"              6.937 KB      10 rows
. . exported "SYSMAN"."MGMT_JOB_SUBST_PARAMS"            7.125 KB      24 rows
. . exported "SYSMAN"."PARAM_VALUES_TAB"                 25.12 KB     308 rows
